season,round,circuitId,race_date,driver,finish_pos,fastest_lap,Q1,Q2,Q3
2025,10,villeneuve,2025-06-15,ocon,9,74.593,1:12.378,1:12.634,
2025,10,villeneuve,2025-06-15,piastri,4,74.255,1:11.939,1:11.715,1:11.120
2025,10,villeneuve,2025-06-15,russell,1,74.119,1:12.075,1:11.570,1:10.899
2025,10,villeneuve,2025-06-15,sainz,10,74.389,1:12.398,,
2025,10,villeneuve,2025-06-15,stroll,17,74.902,1:12.517,,
2025,10,villeneuve,2025-06-15,tsunoda,12,75.358,1:12.334,1:12.102,
2025,11,red_bull_ring,2025-06-29,albon,17,70.641,,,
2025,11,red_bull_ring,2025-06-29,alonso,7,69.935,,,
2025,11,red_bull_ring,2025-06-29,bearman,11,69.96000000000001,,,
2025,11,red_bull_ring,2025-06-29,bortoleto,8,69.247,,,
2025,11,red_bull_ring,2025-06-29,colapinto,15,69.621,,,
2025,11,red_bull_ring,2025-06-29,gasly,13,70.151,,,
2025,11,red_bull_ring,2025-06-29,hadjar,12,70.20400000000001,,,
2025,11,red_bull_ring,2025-06-29,hamilton,4,68.628,,,
2025,11,red_bull_ring,2025-06-29,hulkenberg,9,69.459,,,
2025,11,red_bull_ring,2025-06-29,lawson,6,69.977,,,
2025,11,red_bull_ring,2025-06-29,leclerc,3,68.765,,,
2025,11,red_bull_ring,2025-06-29,norris,1,68.272,,,
2025,11,red_bull_ring,2025-06-29,ocon,10,69.55,,,
2025,11,red_bull_ring,2025-06-29,piastri,2,67.924,,,
2025,11,red_bull_ring,2025-06-29,russell,5,69.372,,,
2025,11,red_bull_ring,2025-06-29,stroll,14,69.214,,,
2025,11,red_bull_ring,2025-06-29,tsunoda,16,69.80199999999999,,,
2025,12,silverstone,2025-07-06,albon,8,90.047,,,
2025,12,silverstone,2025-07-06,alonso,9,90.35300000000001,1:26.108,1:25.593,1:25.621
2025,12,silverstone,2025-07-06,antonelli,16,105.576,,,
2025,12,silverstone,2025-07-06,bearman,11,90.921,,,
2025,12,silverstone,2025-07-06,bortoleto,18,136.121,,,
2025,12,silverstone,2025-07-06,gasly,6,90.751,,,
2025,12,silverstone,2025-07-06,hadjar,17,101.705,,,
2025,12,silverstone,2025-07-06,hamilton,4,90.01599999999999,,,
2025,12,silverstone,2025-07-06,hulkenberg,3,90.933,,,
2025,12,silverstone,2025-07-06,leclerc,14,90.819,,,
2025,12,silverstone,2025-07-06,max_verstappen,5,90.179,,,
2025,12,silverstone,2025-07-06,norris,1,89.73400000000001,,,
2025,12,silverstone,2025-07-06,ocon,13,90.818,,,
2025,12,silverstone,2025-07-06,piastri,2,89.337,,,
2025,12,silverstone,2025-07-06,russell,10,90.869,,,
2025,12,silverstone,2025-07-06,sainz,12,90.645,,,
2025,12,silverstone,2025-07-06,stroll,7,92.088,,,
2025,12,silverstone,2025-07-06,tsunoda,15,90.873,,,
2025,13,spa,2025-07-27,albon,6,106.813,1:41.772,1:41.505,1:41.201
2025,13,spa,2025-07-27,alonso,17,105.849,1:42.385,,
2025,13,spa,2025-07-27,antonelli,16,104.861,1:42.139,,
2025,13,spa,2025-07-27,bearman,11,106.709,1:41.617,1:41.617,
2025,13,spa,2025-07-27,bortoleto,9,106.96600000000001,1:41.908,1:41.336,1:42.387
2025,13,spa,2025-07-27,colapinto,19,106.104,1:42.022,,
2025,13,spa,2025-07-27,gasly,10,107.177,1:41.800,1:41.633,
2025,13,spa,2025-07-27,hadjar,20,107.667,1:41.572,1:41.281,1:41.310
2025,13,spa,2025-07-27,hamilton,7,106.534,1:41.939,,
2025,13,spa,2025-07-27,hulkenberg,12,105.068,1:41.844,1:41.707,
2025,13,spa,2025-07-27,lawson,8,106.649,1:41.748,1:41.297,1:41.328
2025,13,spa,2025-07-27,leclerc,3,106.174,1:41.635,1:41.084,1:40.900
2025,13,spa,2025-07-27,max_verstappen,4,106.096,1:41.334,1:40.951,1:40.903
2025,13,spa,2025-07-27,norris,2,105.257,1:41.010,1:40.715,1:40.562
2025,13,spa,2025-07-27,ocon,15,106.744,1:41.884,1:41.525,
2025,13,spa,2025-07-27,piastri,1,105.706,1:41.201,1:40.626,1:40.647
2025,13,spa,2025-07-27,russell,5,106.566,1:41.784,1:41.254,1:41.260
2025,13,spa,2025-07-27,sainz,18,106.07300000000001,1:41.691,1:41.758,
2025,13,spa,2025-07-27,stroll,14,107.212,1:42.502,,
2025,13,spa,2025-07-27,tsunoda,13,107.241,1:41.840,1:41.245,1:41.284
2025,14,hungaroring,2025-08-03,albon,15,80.779,1:16.223,,
2025,14,hungaroring,2025-08-03,alonso,5,80.113,1:15.281,1:15.395,1:15.481
2025,14,hungaroring,2025-08-03,antonelli,10,80.745,1:15.782,1:16.386,
2025,14,hungaroring,2025-08-03,bearman,20,81.989,1:15.750,1:15.694,
2025,14,hungaroring,2025-08-03,bortoleto,6,80.705,1:15.586,1:15.687,1:15.725
2025,14,hungaroring,2025-08-03,colapinto,18,80.827,1:15.875,1:16.159,
2025,14,hungaroring,2025-08-03,gasly,19,81.43299999999999,1:15.966,,
2025,14,hungaroring,2025-08-03,hadjar,11,80.80199999999999,1:15.516,1:15.469,1:15.915
2025,14,hungaroring,2025-08-03,hamilton,12,80.02199999999999,1:15.733,1:15.702,
2025,14,hungaroring,2025-08-03,hulkenberg,13,80.013,1:16.081,,
2025,14,hungaroring,2025-08-03,lawson,8,80.457,1:15.849,1:15.630,1:15.821
2025,14,hungaroring,2025-08-03,leclerc,4,80.44,1:15.582,1:15.455,1:15.372
2025,14,hungaroring,2025-08-03,max_verstappen,9,79.576,1:15.736,1:15.547,1:15.728
2025,14,hungaroring,2025-08-03,norris,1,79.918,1:15.523,1:14.890,1:15.413
2025,14,hungaroring,2025-08-03,ocon,16,81.916,1:16.023,,
2025,14,hungaroring,2025-08-03,piastri,2,79.412,1:15.211,1:14.941,1:15.398
2025,14,hungaroring,2025-08-03,russell,3,79.40899999999999,1:15.627,1:15.201,1:15.425
2025,14,hungaroring,2025-08-03,sainz,14,79.78999999999999,1:15.652,1:15.781,
2025,14,hungaroring,2025-08-03,stroll,7,80.708,1:15.673,1:15.129,1:15.498
2025,14,hungaroring,2025-08-03,tsunoda,17,81.18,1:15.899,,
