season,round,circuitId,race_date,driver,finish_pos,fastest_lap,Q1,Q2,Q3,avg_temp,precip_mm,length_km,corners,laps,team,made_Q2,made_Q3,grid_position,leak_proof_weighted_mean,leak_proof_weighted_podium_rate,leak_proof_current_mean,leak_proof_current_podium_rate,leak_proof_current_wins_rate,leak_proof_recent_form,leak_proof_consistency,leak_proof_peak_performance,leak_proof_career_mean,leak_proof_career_podium,leak_proof_last3_fin,leak_proof_points_rate,leak_proof_team_mean,leak_proof_team_podium_rate,leak_proof_circuit_mean_norm,leak_proof_circuit_podium_norm
2024,11,red_bull_ring,2024-06-30,ricciardo,9,70.426,65.569,65.289,,22.85,0.0,4.318,10.0,71.0,unknown,1,0,9.0,13.555555555555555,0.0,13.555555555555555,0.0,0.0,9.333333333333334,18.122887249727988,13.0,13.555555555555555,0.0,11.666666666666666,0.1111111111111111,13.678571428571429,0.07142857142857142,0.0,0.0
2024,11,red_bull_ring,2024-06-30,russell,1,69.164,65.585,65.016,64.84,22.85,0.0,4.318,10.0,71.0,mercedes,1,1,3.0,6.8,0.09999999999999999,6.8,0.1,0.0,17.0,17.118419565864098,18.0,6.8,0.1,4.0,0.9,6.8,0.1,0.0,0.0
2024,11,red_bull_ring,2024-06-30,sainz,3,69.282,65.263,65.016,64.851,22.85,0.0,4.318,10.0,71.0,williams,1,1,4.0,5.222222222222222,0.4444444444444444,5.222222222222222,0.4444444444444444,0.1111111111111111,12.666666666666666,16.67629274297572,20.0,5.222222222222222,0.4444444444444444,8.333333333333334,0.8888888888888888,9.88888888888889,0.2222222222222222,0.0,0.0
2024,11,red_bull_ring,2024-06-30,sargeant,19,70.406,65.856,,,22.85,0.0,4.318,10.0,71.0,unknown,0,0,18.0,17.77777777777778,0.0,17.77777777777778,0.0,0.0,2.666666666666668,18.666666666666668,7.0,17.77777777777778,0.0,18.333333333333332,0.0,13.678571428571429,0.07142857142857142,0.0,0.0
2024,11,red_bull_ring,2024-06-30,stroll,13,70.143,65.819,,,22.85,0.0,4.318,10.0,71.0,aston_martin,0,0,16.0,12.299999999999999,0.0,12.3,0.0,0.0,9.333333333333334,16.729949258693367,15.0,12.3,0.0,11.666666666666666,0.4,10.75,0.0,0.0,0.0
2024,11,red_bull_ring,2024-06-30,tsunoda,14,70.318,65.563,65.412,,22.85,0.0,4.318,10.0,71.0,red_bull,1,0,13.0,12.299999999999999,0.0,12.3,0.0,0.0,7.333333333333334,16.428348219735014,14.0,12.3,0.0,13.666666666666666,0.5,7.85,0.4,0.0,0.0
2024,11,red_bull_ring,2024-06-30,zhou,17,70.47,66.061,,,22.85,0.0,4.318,10.0,71.0,unknown,0,0,20.0,14.899999999999999,0.0,14.9,0.0,0.0,6.333333333333334,18.868229739290737,10.0,14.9,0.0,14.666666666666666,0.0,13.678571428571429,0.07142857142857142,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,albon,9,89.718,,,,12.55,2.0,5.891,18.0,52.0,williams,0,0,10.0,14.599999999999998,0.0,14.6,0.0,0.0,4.333333333333332,17.312182217082846,12.0,14.6,0.0,16.666666666666668,0.1,9.8,0.25,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,alonso,8,89.71000000000001,,,,12.55,2.0,5.891,18.0,52.0,aston_martin,0,0,10.0,10.0,0.0,10.0,0.0,0.0,9.0,16.288312404244103,16.0,10.0,0.0,12.0,0.6363636363636364,11.181818181818182,0.0,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,bottas,15,91.277,,,,12.55,2.0,5.891,18.0,52.0,unknown,0,0,10.0,16.0,0.0,16.0,0.0,0.0,6.0,18.633568086760153,8.0,16.0,0.0,15.0,0.0,13.580645161290322,0.06451612903225806,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,hamilton,1,89.438,,,,12.55,2.0,5.891,18.0,52.0,ferrari,0,0,10.0,7.454545454545454,0.0909090909090909,7.454545454545454,0.09090909090909091,0.0,17.333333333333332,16.916774893209137,18.0,7.454545454545454,0.09090909090909091,3.6666666666666665,0.9090909090909091,6.409090909090909,0.2727272727272727,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,hulkenberg,6,89.836,,,,12.55,2.0,5.891,18.0,52.0,kick_sauber,0,0,10.0,10.599999999999998,0.0,10.6,0.0,0.0,11.666666666666666,18.54145481138856,15.0,10.6,0.0,9.333333333333334,0.4,10.6,0.0,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,kevin_magnussen,12,90.093,,,,12.55,2.0,5.891,18.0,52.0,unknown,0,0,10.0,13.1,0.0,13.1,0.0,0.0,8.666666666666666,17.685050695879514,13.0,13.1,0.0,12.333333333333334,0.2,13.580645161290322,0.06451612903225806,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,leclerc,14,89.748,,,,12.55,2.0,5.891,18.0,52.0,ferrari,0,0,10.0,5.363636363636363,0.45454545454545453,5.363636363636363,0.45454545454545453,0.09090909090909091,9.333333333333334,15.798601586636007,20.0,5.363636363636363,0.45454545454545453,11.666666666666666,0.8181818181818182,6.409090909090909,0.2727272727272727,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,max_verstappen,2,88.952,,,,12.55,2.0,5.891,18.0,52.0,red_bull,0,0,10.0,3.545454545454545,0.7272727272727272,3.5454545454545454,0.7272727272727273,0.6363636363636364,18.666666666666668,15.571120992992451,20.0,3.5454545454545454,0.7272727272727273,2.3333333333333335,0.9090909090909091,8.0,0.36363636363636365,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,norris,3,89.262,,,,12.55,2.0,5.891,18.0,52.0,mclaren,0,0,10.0,5.0,0.5454545454545454,5.0,0.5454545454545454,0.09090909090909091,13.0,15.596297565557482,20.0,5.0,0.5454545454545454,8.0,0.9090909090909091,5.454545454545454,0.36363636363636365,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,ocon,16,90.875,,,,12.55,2.0,5.891,18.0,52.0,haas,0,0,10.0,12.799999999999999,0.0,12.8,0.0,0.0,10.333333333333334,18.38381108395352,11.0,12.8,0.0,10.666666666666666,0.3,12.272727272727273,0.0,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,perez,17,89.707,,,,12.55,2.0,5.891,18.0,52.0,unknown,0,0,10.0,5.9,0.39999999999999997,5.9,0.4,0.0,10.0,16.113510689894248,19.0,5.9,0.4,11.0,0.9,13.580645161290322,0.06451612903225806,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,piastri,4,88.748,,,,12.55,2.0,5.891,18.0,52.0,mclaren,0,0,10.0,5.909090909090908,0.1818181818181818,5.909090909090909,0.18181818181818182,0.0,16.333333333333332,17.730304434521603,19.0,5.909090909090909,0.18181818181818182,4.666666666666667,0.9090909090909091,5.454545454545454,0.36363636363636365,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,ricciardo,13,90.735,,,,12.55,2.0,5.891,18.0,52.0,unknown,0,0,10.0,13.1,0.0,13.1,0.0,0.0,10.333333333333334,17.928626800056147,13.0,13.1,0.0,10.666666666666666,0.2,13.580645161290322,0.06451612903225806,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,russell,19,91.298,,,,12.55,2.0,5.891,18.0,52.0,mercedes,0,0,10.0,6.2727272727272725,0.1818181818181818,6.2727272727272725,0.18181818181818182,0.09090909090909091,18.333333333333332,16.923459577266303,20.0,6.2727272727272725,0.18181818181818182,2.6666666666666665,0.9090909090909091,6.2727272727272725,0.18181818181818182,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,sainz,5,88.293,,,,12.55,2.0,5.891,18.0,52.0,williams,0,0,10.0,5.0,0.5,5.0,0.5,0.1,12.666666666666666,16.86344211800305,20.0,5.0,0.5,8.333333333333334,0.9,9.8,0.25,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,sargeant,11,89.97200000000001,,,,12.55,2.0,5.891,18.0,52.0,unknown,0,0,10.0,17.9,0.0,17.9,0.0,0.0,1.3333333333333321,18.766417924299873,7.0,17.9,0.0,19.666666666666668,0.0,13.580645161290322,0.06451612903225806,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,stroll,7,89.89699999999999,,,,12.55,2.0,5.891,18.0,52.0,aston_martin,0,0,10.0,12.363636363636363,0.0,12.363636363636363,0.0,0.0,9.666666666666666,16.943579724123072,15.0,12.363636363636363,0.0,11.333333333333334,0.36363636363636365,11.181818181818182,0.0,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,tsunoda,10,90.229,,,,12.55,2.0,5.891,18.0,52.0,red_bull,0,0,10.0,12.454545454545455,0.0,12.454545454545455,0.0,0.0,5.333333333333334,16.632766634043094,14.0,12.454545454545455,0.0,15.666666666666666,0.45454545454545453,8.0,0.36363636363636365,0.0,0.0
2024,12,silverstone,2024-07-07 00:00:00,zhou,18,91.014,,,,12.55,2.0,5.891,18.0,52.0,unknown,0,0,10.0,15.090909090909092,0.0,15.090909090909092,0.0,0.0,6.0,18.880823487552515,10.0,15.090909090909092,0.0,15.0,0.0,13.580645161290322,0.06451612903225806,0.0,0.0
2024,13,hungaroring,2024-07-21,albon,14,83.93,77.28,76.429,,23.549999999999997,0.2,4.381,14.0,70.0,williams,1,0,11.0,14.09090909090909,0.0,14.090909090909092,0.0,0.0,7.0,17.115298069232455,12.0,14.090909090909092,0.0,14.0,0.18181818181818182,9.545454545454545,0.22727272727272727,0.0,0.0
2024,13,hungaroring,2024-07-21,alonso,11,83.063,77.624,76.117,76.043,23.549999999999997,0.2,4.381,14.0,70.0,aston_martin,1,1,7.0,9.833333333333334,0.0,9.833333333333334,0.0,0.0,8.333333333333334,16.470634535042297,16.0,9.833333333333334,0.0,12.666666666666666,0.6666666666666666,10.875,0.0,0.0,0.0
2024,13,hungaroring,2024-07-21,bottas,16,82.792,77.487,76.384,,23.549999999999997,0.2,4.381,14.0,70.0,unknown,1,0,10.0,15.916666666666664,0.0,15.916666666666666,0.0,0.0,5.333333333333334,18.725303883099453,8.0,15.916666666666666,0.0,15.666666666666666,0.0,13.647058823529411,0.058823529411764705,0.0,0.0
2024,13,hungaroring,2024-07-21,gasly,20,83.34,78.166,,,23.549999999999997,0.2,4.381,14.0,70.0,alpine,0,0,20.0,12.599999999999998,0.0,12.6,0.0,0.0,11.666666666666666,17.795836042480556,12.0,12.6,0.0,9.333333333333334,0.4,12.6,0.0,0.0,0.0
2024,13,hungaroring,2024-07-21,hamilton,3,82.15299999999999,77.087,76.307,75.854,23.549999999999997,0.2,4.381,14.0,70.0,ferrari,1,1,5.0,6.916666666666667,0.16666666666666666,6.916666666666667,0.16666666666666666,0.08333333333333333,18.333333333333332,16.683892045049397,20.0,6.916666666666667,0.16666666666666666,2.6666666666666665,0.9166666666666666,6.5,0.2916666666666667,0.0,0.0
2024,13,hungaroring,2024-07-21,hulkenberg,13,83.461,77.362,76.31700000000001,,23.549999999999997,0.2,4.381,14.0,70.0,kick_sauber,1,0,9.0,10.181818181818182,0.0,10.181818181818182,0.0,0.0,13.333333333333332,18.28639789880013,15.0,10.181818181818182,0.0,7.666666666666667,0.45454545454545453,10.181818181818182,0.0,0.0,0.0
2024,13,hungaroring,2024-07-21,kevin_magnussen,15,83.553,77.851,76.548,,23.549999999999997,0.2,4.381,14.0,70.0,unknown,1,0,15.0,13.0,0.0,13.0,0.0,0.0,8.666666666666666,17.837722339831622,13.0,13.0,0.0,12.333333333333334,0.18181818181818182,13.647058823529411,0.058823529411764705,0.0,0.0
2024,13,hungaroring,2024-07-21,leclerc,4,82.182,77.437,75.891,75.905,23.549999999999997,0.2,4.381,14.0,70.0,ferrari,1,1,6.0,6.083333333333332,0.4166666666666667,6.083333333333333,0.4166666666666667,0.08333333333333333,11.0,15.449269772308686,20.0,6.083333333333333,0.4166666666666667,10.0,0.75,6.5,0.2916666666666667,0.0,0.0
2024,13,hungaroring,2024-07-21,max_verstappen,5,80.908,77.087,75.77,75.273,23.549999999999997,0.2,4.381,14.0,70.0,red_bull,1,1,3.0,3.4166666666666665,0.7499999999999999,3.4166666666666665,0.75,0.5833333333333334,18.333333333333332,15.804576606047949,20.0,3.4166666666666665,0.75,2.6666666666666665,0.9166666666666666,7.833333333333333,0.375,0.0,0.0
2024,13,hungaroring,2024-07-21,norris,2,81.712,77.755,75.53999999999999,75.227,23.549999999999997,0.2,4.381,14.0,70.0,mclaren,1,1,1.0,4.833333333333333,0.5833333333333334,4.833333333333333,0.5833333333333334,0.08333333333333333,12.666666666666666,15.815524339068812,20.0,4.833333333333333,0.5833333333333334,8.333333333333334,0.9166666666666666,5.291666666666667,0.375,0.0,0.0
2024,13,hungaroring,2024-07-21,ocon,18,81.61,78.049,,,23.549999999999997,0.2,4.381,14.0,70.0,haas,0,0,19.0,13.090909090909092,0.0,13.090909090909092,0.0,0.0,8.333333333333334,18.337123906204216,11.0,13.090909090909092,0.0,12.666666666666666,0.2727272727272727,12.583333333333334,0.0,0.0,0.0
2024,13,hungaroring,2024-07-21,perez,7,81.096,77.886,,,23.549999999999997,0.2,4.381,14.0,70.0,unknown,0,0,16.0,6.909090909090908,0.3636363636363636,6.909090909090909,0.36363636363636365,0.0,10.333333333333334,15.2824035564838,19.0,6.909090909090909,0.36363636363636365,10.666666666666666,0.8181818181818182,13.647058823529411,0.058823529411764705,0.0,0.0
2024,13,hungaroring,2024-07-21,piastri,1,81.71600000000001,77.504,75.785,75.249,23.549999999999997,0.2,4.381,14.0,70.0,mclaren,1,1,2.0,5.749999999999999,0.16666666666666666,5.75,0.16666666666666666,0.0,16.666666666666668,17.834130881933483,19.0,5.75,0.16666666666666666,4.333333333333333,0.9166666666666666,5.291666666666667,0.375,0.0,0.0
2024,13,hungaroring,2024-07-21,ricciardo,12,82.64,77.05,76.202,76.447,23.549999999999997,0.2,4.381,14.0,70.0,unknown,1,1,12.0,13.090909090909092,0.0,13.090909090909092,0.0,0.0,8.666666666666666,18.08608354771296,13.0,13.090909090909092,0.0,12.333333333333334,0.18181818181818182,13.647058823529411,0.058823529411764705,0.0,0.0
2024,13,hungaroring,2024-07-21,russell,8,80.305,77.968,,,23.549999999999997,0.2,4.381,14.0,70.0,mercedes,0,0,17.0,7.333333333333332,0.16666666666666666,7.333333333333333,0.16666666666666666,0.08333333333333333,13.0,15.651536612627828,20.0,7.333333333333333,0.16666666666666666,8.0,0.8333333333333334,7.333333333333333,0.16666666666666666,0.0,0.0
2024,13,hungaroring,2024-07-21,sainz,6,81.441,77.244,75.885,75.696,23.549999999999997,0.2,4.381,14.0,70.0,williams,1,1,4.0,5.0,0.45454545454545453,5.0,0.45454545454545453,0.09090909090909091,16.333333333333332,17.075716625930283,20.0,5.0,0.45454545454545453,4.666666666666667,0.9090909090909091,9.545454545454545,0.22727272727272727,0.0,0.0
2024,13,hungaroring,2024-07-21,sargeant,17,80.561,77.77,76.543,,23.549999999999997,0.2,4.381,14.0,70.0,unknown,1,0,14.0,17.272727272727273,0.0,17.272727272727273,0.0,0.0,4.333333333333332,18.030457641625258,10.0,17.272727272727273,0.0,16.666666666666668,0.0,13.647058823529411,0.058823529411764705,0.0,0.0
2024,13,hungaroring,2024-07-21,stroll,10,82.338,77.405,76.075,76.244,23.549999999999997,0.2,4.381,14.0,70.0,aston_martin,1,1,8.0,11.916666666666664,0.0,11.916666666666666,0.0,0.0,9.666666666666666,16.83393943802294,15.0,11.916666666666666,0.0,11.333333333333334,0.4166666666666667,10.875,0.0,0.0,0.0
2024,13,hungaroring,2024-07-21,tsunoda,9,83.533,77.436,76.121,76.477,23.549999999999997,0.2,4.381,14.0,70.0,red_bull,1,1,13.0,12.25,0.0,12.25,0.0,0.0,6.666666666666666,16.776149968226964,14.0,12.25,0.0,14.333333333333334,0.5,7.833333333333333,0.375,0.0,0.0
2024,13,hungaroring,2024-07-21,zhou,19,83.487,78.037,,,23.549999999999997,0.2,4.381,14.0,70.0,unknown,0,0,18.0,15.333333333333332,0.0,15.333333333333334,0.0,0.0,5.0,18.811877794116885,10.0,15.333333333333334,0.0,16.0,0.0,13.647058823529411,0.058823529411764705,0.0,0.0
2024,14,spa,2024-07-28,albon,12,107.996,115.72200000000001,114.473,,15.9,0.0,7.004,19.0,44.0,williams,1,0,1.0,14.083333333333332,0.0,14.083333333333334,0.0,0.0,8.333333333333334,17.295989069981438,12.0,14.083333333333334,0.0,12.666666666666666,0.16666666666666666,9.583333333333334,0.20833333333333334,0.0,0.0
2024,14,spa,2024-07-28,alonso,8,108.051,,,,15.9,0.0,7.004,19.0,44.0,aston_martin,0,0,4.0,9.923076923076923,0.0,9.923076923076923,0.0,0.0,8.666666666666666,16.65140753688548,16.0,9.923076923076923,0.0,12.333333333333334,0.6153846153846154,10.846153846153847,0.0,0.0,0.0
2024,14,spa,2024-07-28,bottas,15,107.019,,,,15.9,0.0,7.004,19.0,44.0,unknown,0,0,4.0,15.923076923076923,0.0,15.923076923076923,0.0,0.0,5.333333333333334,18.822021638401853,8.0,15.923076923076923,0.0,15.666666666666666,0.0,13.702702702702704,0.05405405405405406,0.0,0.0
2024,14,spa,2024-07-28,gasly,13,107.418,,,,15.9,0.0,7.004,19.0,44.0,alpine,0,0,4.0,13.272727272727273,0.0,13.272727272727273,0.0,0.0,8.0,17.229299558678544,12.0,13.272727272727273,0.0,13.0,0.36363636363636365,13.272727272727273,0.0,0.0,0.0
2024,14,spa,2024-07-28,hamilton,1,106.653,,,,15.9,0.0,7.004,19.0,44.0,ferrari,0,0,4.0,6.615384615384615,0.23076923076923078,6.615384615384615,0.23076923076923078,0.07692307692307693,18.333333333333332,16.72724792944755,20.0,6.615384615384615,0.23076923076923078,2.6666666666666665,0.9230769230769231,6.269230769230769,0.3076923076923077,0.0,0.0
2024,14,spa,2024-07-28,hulkenberg,18,108.954,116.30799999999999,,,15.9,0.0,7.004,19.0,44.0,kick_sauber,0,0,2.0,10.416666666666666,0.0,10.416666666666666,0.0,0.0,12.666666666666666,18.287794143863596,15.0,10.416666666666666,0.0,8.333333333333334,0.4166666666666667,10.416666666666666,0.0,0.0,0.0
2024,14,spa,2024-07-28,kevin_magnussen,14,107.848,,,,15.9,0.0,7.004,19.0,44.0,unknown,0,0,4.0,13.166666666666664,0.0,13.166666666666666,0.0,0.0,9.333333333333334,17.93010709889703,13.0,13.166666666666666,0.0,11.666666666666666,0.16666666666666666,13.702702702702704,0.05405405405405406,0.0,0.0
2024,14,spa,2024-07-28,leclerc,3,107.013,,,,15.9,0.0,7.004,19.0,44.0,ferrari,0,0,4.0,5.923076923076923,0.3846153846153846,5.923076923076923,0.38461538461538464,0.07692307692307693,11.333333333333334,15.654261222532185,20.0,5.923076923076923,0.38461538461538464,9.666666666666666,0.7692307692307693,6.269230769230769,0.3076923076923077,0.0,0.0
2024,14,spa,2024-07-28,max_verstappen,4,106.128,,,,15.9,0.0,7.004,19.0,44.0,red_bull,0,0,4.0,3.5384615384615383,0.6923076923076923,3.5384615384615383,0.6923076923076923,0.5384615384615384,17.0,16.006414370825567,20.0,3.5384615384615383,0.6923076923076923,4.0,0.9230769230769231,7.769230769230769,0.34615384615384615,0.0,0.0
2024,14,spa,2024-07-28,norris,5,105.563,,,,15.9,0.0,7.004,19.0,44.0,mclaren,0,0,4.0,4.615384615384615,0.6153846153846154,4.615384615384615,0.6153846153846154,0.07692307692307693,12.666666666666666,15.974424385564351,20.0,4.615384615384615,0.6153846153846154,8.333333333333334,0.9230769230769231,5.0,0.4230769230769231,0.0,0.0
2024,14,spa,2024-07-28,ocon,9,106.957,,,,15.9,0.0,7.004,19.0,44.0,haas,0,0,4.0,13.5,0.0,13.5,0.0,0.0,5.666666666666666,18.09232989241464,11.0,13.5,0.0,15.333333333333334,0.25,13.0,0.0,0.0,0.0
2024,14,spa,2024-07-28,perez,7,104.701,,,,15.9,0.0,7.004,19.0,44.0,unknown,0,0,4.0,6.916666666666667,0.3333333333333333,6.916666666666667,0.3333333333333333,0.0,10.666666666666666,15.548422524654267,19.0,6.916666666666667,0.3333333333333333,10.333333333333334,0.8333333333333334,13.702702702702704,0.05405405405405406,0.0,0.0
2024,14,spa,2024-07-28,piastri,2,105.84,,,,15.9,0.0,7.004,19.0,44.0,mclaren,0,0,4.0,5.384615384615385,0.23076923076923078,5.384615384615385,0.23076923076923078,0.07692307692307693,18.666666666666668,17.694992144778332,20.0,5.384615384615385,0.23076923076923078,2.3333333333333335,0.9230769230769231,5.0,0.4230769230769231,0.0,0.0
2024,14,spa,2024-07-28,ricciardo,10,107.435,,,,15.9,0.0,7.004,19.0,44.0,unknown,0,0,4.0,13.0,0.0,13.0,0.0,0.0,9.666666666666666,18.203898818321875,13.0,13.0,0.0,11.333333333333334,0.16666666666666666,13.702702702702704,0.05405405405405406,0.0,0.0
2024,14,spa,2024-07-28,russell,20,107.113,,,,15.9,0.0,7.004,19.0,44.0,mercedes,0,0,4.0,7.384615384615385,0.15384615384615385,7.384615384615385,0.15384615384615385,0.07692307692307693,11.666666666666666,15.875899078237211,20.0,7.384615384615385,0.15384615384615385,9.333333333333334,0.8461538461538461,7.384615384615385,0.15384615384615385,0.0,0.0
2024,14,spa,2024-07-28,sainz,6,106.364,,,,15.9,0.0,7.004,19.0,44.0,williams,0,0,4.0,5.083333333333332,0.4166666666666667,5.083333333333333,0.4166666666666667,0.08333333333333333,16.333333333333332,17.24722325026743,20.0,5.083333333333333,0.4166666666666667,4.666666666666667,0.9166666666666666,9.583333333333334,0.20833333333333334,0.0,0.0
2024,14,spa,2024-07-28,sargeant,17,107.49,117.22999999999999,,,15.9,0.0,7.004,19.0,44.0,unknown,0,0,3.0,17.25,0.0,17.25,0.0,0.0,5.333333333333334,18.16755807248811,10.0,17.25,0.0,15.666666666666666,0.0,13.702702702702704,0.05405405405405406,0.0,0.0
2024,14,spa,2024-07-28,stroll,11,108.105,,,,15.9,0.0,7.004,19.0,44.0,aston_martin,0,0,4.0,11.76923076923077,0.0,11.76923076923077,0.0,0.0,11.0,16.976033338569056,15.0,11.76923076923077,0.0,10.0,0.46153846153846156,10.846153846153847,0.0,0.0,0.0
2024,14,spa,2024-07-28,tsunoda,16,107.969,,,,15.9,0.0,7.004,19.0,44.0,red_bull,0,0,4.0,11.999999999999998,0.0,12.0,0.0,0.0,10.0,16.856732368447982,14.0,12.0,0.0,11.0,0.5384615384615384,7.769230769230769,0.34615384615384615,0.0,0.0
2024,14,spa,2024-07-28,zhou,19,112.099,,,,15.9,0.0,7.004,19.0,44.0,unknown,0,0,4.0,15.615384615384613,0.0,15.615384615384615,0.0,0.0,3.0,18.671249922581445,10.0,15.615384615384615,0.0,18.0,0.0,13.702702702702704,0.05405405405405406,0.0,0.0
2024,15,zandvoort,2024-08-25,albon,14,74.434,,,,16.6,3.1,4.259,14.0,72.0,williams,0,0,10.0,13.923076923076923,0.0,13.923076923076923,0.0,0.0,9.333333333333334,17.40691547410078,12.0,13.923076923076923,0.0,11.666666666666666,0.15384615384615385,9.538461538461538,0.19230769230769232,0.0,0.0
2024,15,zandvoort,2024-08-25,alonso,10,74.758,,,,16.6,3.1,4.259,14.0,72.0,aston_martin,0,0,10.0,9.785714285714286,0.0,9.785714285714286,0.0,0.0,12.0,16.790513069294523,16.0,9.785714285714286,0.0,9.0,0.6428571428571429,10.75,0.0,0.0,0.0
2024,15,zandvoort,2024-08-25,bottas,19,75.822,,,,16.6,3.1,4.259,14.0,72.0,unknown,0,0,10.0,15.857142857142858,0.0,15.857142857142858,0.0,0.0,5.666666666666666,18.89297355508754,8.0,15.857142857142858,0.0,15.333333333333334,0.0,13.7,0.05,0.0,0.0
2024,15,zandvoort,2024-08-25,gasly,9,74.855,,,,16.6,3.1,4.259,14.0,72.0,alpine,0,0,10.0,13.249999999999998,0.0,13.25,0.0,0.0,6.666666666666666,17.403916271578456,12.0,13.25,0.0,14.333333333333334,0.3333333333333333,13.25,0.0,0.0,0.0
2024,15,zandvoort,2024-08-25,hamilton,8,73.878,,,,16.6,3.1,4.259,14.0,72.0,ferrari,0,0,10.0,6.2142857142857135,0.2857142857142857,6.214285714285714,0.2857142857142857,0.14285714285714285,19.333333333333332,16.629142463498084,20.0,6.214285714285714,0.2857142857142857,1.6666666666666667,0.9285714285714286,5.964285714285714,0.35714285714285715,0.0,0.0
2024,15,zandvoort,2024-08-25,hulkenberg,11,75.657,,,,16.6,3.1,4.259,14.0,72.0,kick_sauber,0,0,10.0,11.0,0.0,11.0,0.0,0.0,8.666666666666666,17.65834372403943,15.0,11.0,0.0,12.333333333333334,0.38461538461538464,11.0,0.0,0.0,0.0
2024,15,zandvoort,2024-08-25,kevin_magnussen,18,74.95400000000001,,,,16.6,3.1,4.259,14.0,72.0,unknown,0,0,10.0,13.23076923076923,0.0,13.23076923076923,0.0,0.0,7.333333333333334,18.051728015886646,13.0,13.23076923076923,0.0,13.666666666666666,0.15384615384615385,13.7,0.05,0.0,0.0
2024,15,zandvoort,2024-08-25,leclerc,3,74.58500000000001,,,,16.6,3.1,4.259,14.0,72.0,ferrari,0,0,10.0,5.714285714285714,0.42857142857142855,5.714285714285714,0.42857142857142855,0.07142857142857142,14.0,15.804905102983106,20.0,5.714285714285714,0.42857142857142855,7.0,0.7857142857142857,5.964285714285714,0.35714285714285715,0.0,0.0
2024,15,zandvoort,2024-08-25,max_verstappen,2,74.752,,,,16.6,3.1,4.259,14.0,72.0,red_bull,0,0,10.0,3.571428571428571,0.6428571428571429,3.5714285714285716,0.6428571428571429,0.5,17.333333333333332,16.200732656647784,20.0,3.5714285714285716,0.6428571428571429,3.6666666666666665,0.9285714285714286,7.928571428571429,0.32142857142857145,0.0,0.0
2024,15,zandvoort,2024-08-25,norris,1,73.81700000000001,,,,16.6,3.1,4.259,14.0,72.0,mclaren,0,0,10.0,4.642857142857143,0.5714285714285714,4.642857142857143,0.5714285714285714,0.07142857142857142,17.666666666666668,16.170489069877178,20.0,4.642857142857143,0.5714285714285714,3.3333333333333335,0.9285714285714286,4.892857142857143,0.42857142857142855,0.0,0.0
2024,15,zandvoort,2024-08-25,ocon,15,75.39,,,,16.6,3.1,4.259,14.0,72.0,haas,0,0,10.0,13.153846153846153,0.0,13.153846153846153,0.0,0.0,6.666666666666666,17.94914892076124,12.0,13.153846153846153,0.0,14.333333333333334,0.3076923076923077,12.714285714285714,0.0,0.0,0.0
2024,15,zandvoort,2024-08-25,perez,6,74.587,,,,16.6,3.1,4.259,14.0,72.0,unknown,0,0,10.0,6.923076923076923,0.3076923076923077,6.923076923076923,0.3076923076923077,0.0,10.666666666666666,15.780460772866082,19.0,6.923076923076923,0.3076923076923077,10.333333333333334,0.8461538461538461,13.7,0.05,0.0,0.0
2024,15,zandvoort,2024-08-25,piastri,4,74.237,,,,16.6,3.1,4.259,14.0,72.0,mclaren,0,0,10.0,5.142857142857143,0.2857142857142857,5.142857142857143,0.2857142857142857,0.07142857142857142,18.666666666666668,17.69831877657777,20.0,5.142857142857143,0.2857142857142857,2.3333333333333335,0.9285714285714286,4.892857142857143,0.42857142857142855,0.0,0.0
2024,15,zandvoort,2024-08-25,ricciardo,12,75.222,,,,16.6,3.1,4.259,14.0,72.0,unknown,0,0,10.0,12.76923076923077,0.0,12.76923076923077,0.0,0.0,9.333333333333334,18.196613769211535,13.0,12.76923076923077,0.0,11.666666666666666,0.23076923076923078,13.7,0.05,0.0,0.0
2024,15,zandvoort,2024-08-25,russell,7,73.92699999999999,,,,16.6,3.1,4.259,14.0,72.0,mercedes,0,0,10.0,8.285714285714285,0.14285714285714285,8.285714285714286,0.14285714285714285,0.07142857142857142,5.333333333333334,15.033058102813838,20.0,8.285714285714286,0.14285714285714285,15.666666666666666,0.7857142857142857,8.285714285714286,0.14285714285714285,0.0,0.0
